Word,Count
log,1
constructor:,1
\file,\,1
musicat,1
persist,1
..,1
(superfast),1
\(D=1,\,1
sb.Append('-');,1
this.SettingChanging,1
splitContainer2,1
\(Group.VerifySameGroupStructures(newGroup,\,1
TableTop,1
\immune,\,1
\Utilities.LogtoFile("\Ground\,1
saving,1
\left,\,1
spread,1
otherwise.</returns>,1
anyway,1
Determine,1
low,1
component,1
\diff,\,1
ge1,1
child);,1
\linkSource,\,1
repetition,1
stem,1
\future),\,1
\Console.WriteLine("\Minor"\);\,1
\GroupReasonExpected(tmpG,\,1
triads,1
\reactangles,\,1
perspect,1
MetaLink,1
1],1
\symbolX,\,1
reverse,1
Replace,1
(A),1
(Math.Abs(m1.number,1
bound,1
grp,1
Gap,1
\first,\,1
\,\,1
\2+3,\,1
\Group"\);\,1
otherwise</returns>,1
Spawn,1
AddGroup(List<ExpectedMeasure>,1
Fails,1
reporting,1
generates,1
called,1
\ProximityGrouperCodelet(urgency,\,1
associate,1
\degree,\,1
6-measure,1
0(weakest/nonexistant),1
g2.MaxLocation),1
Console.WriteLine(codeRack.ToString());,1
sb.Append(m.FormLabel);,1
groupOffsetY,1
far,1
\button,\,1
specifying,1
lists,1
\[Codelet("\Breaker"\,\,1
\m.1-5,\,1
(by,1
bag.analogy.Reasons),1
ProximityGrouperCodelet,1
\Console.WriteLine("\Coderack:"\);\,1
Spread,1
Choose,1
InfluenceFutureBarline(curMaxMeasure);,1
Draw!!,1
Run(),1
-7,1
/analogoes,1
Delete,1
e,1
keeps,1
extended,1
Group)),1
measure),1
(maxHeightIdx,1
C(-1),1
4).</param>,1
Once,1
Immediacy,1
\option,\,1
Incoming,1
stats),1
codelets.Count,1
future),1
pixelG,1
F/d,1
a.GetParent();,1
\"\-1"\\,1
</example>,1
featureWidth-4);,1
viewCodeletEvent;,1
ResourceManager,1
withstand,1
\Dbb,\,1
got,1
operation,1
miltiplier,1
Sum,1
structure.</param>,1
List<Group>();,1
16ths),1
specicy,1
accidental:,1
workspace.UpdateView();,1
m1.Location);,1
(MIDI-style,1
Removes,1
\constructor,\,1
conditions:,1
segments,1
(position,1
Diminished,1
4-6:,1
(g.Level,1
fill,1
\DrawAttentionDots(e,\,1
included;,1
goes,1
barlink,1
(nirvana),1
disabled.Add(s);,1
IO,1
1.0),1
\sb.Append("\m."\);\,1
7=subtonic.</param>,1
parsing,1
Requires,1
Class,1
forceNatural,1
nextAttack,1
Prepopulate,1
threshold,1
ge1.GroupElements.Count)));,1
pnlMain,1
Perturb,1
terms),1
RHS),1
able,1
\CreateAnalogyCodelet(urgency,\,1
Stop,1
Ranges,1
lblSlipnet,1
0-4,1
sequence.ComputeStrength();,1
1.00;,1
record,1
0.25,1
\maximum,\,1
\name="\midiNumber"\></param>\,1
StronglyTypedResourceBuilder,1
attackPoints),1
IncreaseStrengthForZeroBlocks(i);,1
8.0f;,1
rectangles,1
process,1
typed,1
Console.Read();,1
GetIndexOfHighestBarlineAfterGroup();,1
happinesses,1
\SystemFonts.DefaultFont,\,1
GetAlphabetFromScaleWithTriadOnDegree,1
Doesn't,1
breaking-up,1
\QAb"\\,1
start/end,1
\ge.parentGroup,\,1
\accidentals,\,1
Compete,1
LHS->RHS,1
instead.),1
raw,1
reference,1
beginning,1
cOctave,1
class;,1
deep,1
command-line,1
sb.AppendLine(bag.analogy.GetAgeStrengthBonus().ToString());,1
label5,1
taking,1
require,1
\//disabled_codelet_names.Add("\MetaGrouping"\);\,1
\name="\aScale"\>Source\,1
WorkspaceEventArgs,1
\Major,\,1
supertonic,1
Notice,1
labelled,1
Format:,1
workspaces,1
\name="\hierarchyLevel"\>Level\,1
within-future,1
infinite,1
0-2:,1
\sb.Append("\Score:\,1
When,1
10000.0f,1
btnRestart,1
putting,1
(both,1
link/relationships,1
reloading,1
lastly,1
(GroupElement,1
Rewrite,1
half-measure,1
Decay:,1
Reify,1
found/,1
(g1.Overlaps(g2)),1
class:,1
selectedLink),1
An,1
\"\C"\\,1
full,1
splitContainer1,1
know,1
chkExpectations,1
dim,1
\perfect,\,1
\50),\,1
(LHS.hasChildren),1
workspace.relationships),1
\member,\,1
conceptual,1
penalize,1
\reparse,\,1
\"\Dm:\,1
(where,1
this;,1
\hierarchyLevel,\,1
period),1
groupers,1
ge2?),1
WorkspaceEventArgs(this);,1
8m,1
entry,1
\flag,\,1
wired,1
12-tone,1
(identical),1
Main,1
EventHandler<ViewCodeletEventArgs>,1
\MeasureSamenessGrouperCodelet(urgency,\,1
thread's,1
slowing,1
(e.delay),1
starting-relatinoships,1
\E=2,\,1
List<GroupElement>,1
\beats,\,1
comfirming,1
names,1
encompasses,1
unknown,1
NumHeightsVerticalHappiness,1
\Brushes.Black,\,1
SeekWell,1
MetaGrouperCodelet,1
expectedness,1
(m2.FormLabel,1
ea);,1
relax,1
true);,1
generation,1
Thread.SpinWait(5);,1
stores,1
\"\'"\;\,1
i=6);,1
remained,1
calls,1
percived,1
count=1;,1
Subtract,1
version:,1
typical.</param>,1
less-than-whole-note,1
exits,1
re-spawn,1
strenghten,1
TOOD:,1
List<ButtonAndGroup>();,1
\passed,\,1
null;,1
(not,1
this.link,1
chkChords,1
crosses,1
bars,1
ALL,1
butting-up,1
\ge,\,1
elements.Add(RHS);,1
any),1
diff2,1
taller,1
earlier),1
Includes,1
(Analogies,1
\component,\,1
adds,1
count=0;,1
Alphabets,1
//Link,1
calculations,1
0-3,1
moving,1
Resigmoid,1
breaking,1
hack:,1
Button,1
Allow,1
Key,1
\exact,\,1
p.Strength));,1
(workspace.measures[i].features[j]),1
\name="\cOffset"\>0\,1
simple,1
\Number"\</param>\,1
Feature.Off:,1
(boost),1
Form1,1
wrap,1
rest-to-rest,1
Boost,1
temporarily,1
error,1
\Log("\Running\,1
rerun,1
*=,1
CreateAnalogyCodelet,1
affects,1
tmpG,1
buttonData;,1
endHierarchy,1
parents,1
(just,1
Level,1
(n.Id,1
Loop,1
.25f,1
\name="\maps"\></param>\,1
crude),1
dotted,1
expecting,1
\name="\measure2"\></param>\,1
Construct,1
height's,1
C),1
lgSize,1
(next-door,1
m)),1
suitable,1
mention,1
sync,1
traversal,1
instance.</param>,1
link.strength),1
nodes;,1
computation,1
\"\attention"\\,1
workspace);,1
yet;,1
p.StartCap,1
\unhappy,\,1
score1,1
splitContainer1.Panel1,1
\symbolX+2,\,1
coderack.AddCodelet(msgc);,1
ScaleDegreeTests,1
\"\Natural\,1
tension-level,1
\name="\groundTruthFilePath"\></param>\,1
Identical,1
Guesses,1
dig,1
UpdateView(),1
attained,1
\ambiguous,\,1
RHS.),1
displayed,1
Forces,1
Logistic,1
ordered,1
Chose,1
(GroupReason,1
relevant,1
1-4,1
loops:,1
\name="\amountToAdd"\>Value\,1
Positive,1
scream,1
Overrides,1
workspace.measures.Count;,1
Old,1
attacks,1
axis.</param>,1
\g.CopyFromScreen(left,\,1
extending,1
w,1
(Graphics,1
noticing,1
List<ButtonAndGroup>,1
\featureWidth,\,1
\featureWidth-4,\,1
forcing,1
weirdness,1
debugging,1
workspace.measures[i];,1
(numStackedThirds,1
allows,1
\name="\src"\></param>\,1
\39,\,1
messey,1
MelodyContour(g1);,1
(analogyNumber,1
continue;,1
bar,1
\Exception("\Force\,1
g2)),1
\ovals,\,1
extend,1
wait,1
of:,1
\Alternately,\,1
((workspace.measuresInput[1].MeasureDuration,1
(m.number,1
List<ScaleDegree>();,1
tonic/dominantness,1
minor/chromatic,1
\#missing,\,1
underneath-links,1
\next,\,1
args,1
btnScreenshot,1
roulette,1
\name="\input"\></param>\,1
(e.delay,1
textBox2,1
triadic,1
iteration,1
\'C',\,1
4b,1
<returns></returns>odel,1
\Console.WriteLine("\Major"\);\,1
\disabled.Add("\Destroy\,1
num,1
measure-based,1
split,1
\name="\measureIndexStart"\></param>\,1
probably,1
\reasons,\,1
x/7,1
Evaluate,1
completed,1
reapplies,1
\alphabet,\,1
anaolgies,1
c;,1
colorList[i,1
FeatureScoutCodelet,1
according,1
Dbb,1
minor),1
\Grouping"\);\,1
\textOffsetY,\,1
blank,1
elements.AddRange(((Group)LHS).GroupElements);,1
linkDistance,1
Measure),1
\good,\,1
major/minor,1
mapping..,1
(Exception),1
\half-steps,\,1
counter,1
\negative,\,1
Bx,1
Math.Abs(pos2,1
Lock,1
\ones,\,1
\forms,\,1
multiply,1
\Relationship(newLHS,\,1
\in-range,\,1
Generate/manage,1
StartB),1
factor,1
Happiness,1
stream,1
\sortedAnalogies.Sort((a,\,1
\big,\,1
textBox3,1
height.</param>,1
Graphics.FromImage(bitmap)),1
elements.Add(LHS);,1
penalty-for-grouping,1
length..,1
pnlMain.Top,1
intervals,1
Motif,1
stacked,1
(we,1
\neighbors,\,1
contains,1
\well,\,1
B:,1
</remarks>,1
node;,1
PRIVATE,1
choices,1
rNew,1
shorter,1
splitContainer2.Panel2,1
May,1
dropped,1
messes,1
label7,1
\MetaGrouperCodelet(urgency,\,1
.25,1
nearest,1
dictionary,1
slipnet);,1
G#/Ab,1
(Group)ge1;,1
meausre,1
usually,1
coderack.AddCodelet(mgc);,1
combined,1
\Ab,\,1
Minor.</param>,1
similarlty,1
m.rhythm.TotalDuration;,1
permanent,1
Larson,1
solid,1
sortedAnalogies,1
exectues,1
chance,1
Clamp,1
good.,1
tagged,1
Cbb,1
separate,1
List<GroupElement>();,1
Something,1
sounding,1
measure-similarity,1
selectedLink.Other(m);,1
Utilities.rand.Next(nodes.Count);,1
Later,1
\'F',\,1
rows,1
\selectedLink.strength,\,1
Critical,1
LOT,1
best,1
2=,1
\max,\,1
Figure,1
permission,1
frequency,1
connected,1
meta));,1
Constants.NUM_MEASURES_UNTIL_GROUPS_UNBREAKABLE;,1
temporary,1
downbeat,1
analysis,1
link-breaker,1
property,1
msgc,1
\program,\,1
5;,1
coefficients:,1
\element,\,1
max;,1
important...(WHY,1
Version:4.0.30319.239,1
\"\importance"\\,1
pitches,1
\name="\degree"\>From\,1
operator,1
mag,1
Require,1
(y,1
respect,1
actual,1
groupColors[parent],1
\Second,\,1
<example>,1
integer,1
occur,1
(pixelB,1
converts,1
\bound,\,1
But,1
thing,1
(because,1
(assuming,1
\"\weakest\,1
\prefered,\,1
heading,1
Read,1
didn't,1
FindExpectedGroupsAbove(eg);,1
data:,1
\"\smarter"\\,1
qualifies,1
\settings,\,1
b),1
>1,1
extract,1
guess,1
2-4,1
open,1
\name="\mode"\></param>\,1
\name="\fifths"\>0\,1
(fifths,1
measureHeight;,1
2:,1
equivalent,1
note),1
constant,1
strongly-typed,1
attention</param>,1
What,1
entirely,1
removes,1
parts,1
'G'</param>,1
\coderack.AddCodelet(cac,\,1
ge.Perspects),1
B-natural,1
analogy/group,1
flat/double-flat,1
\r,\,1
(garbage),1
frmWorkspace,1
\Utilities.ObjectValuePair(link,\,1
(verbose),1
computation..,1
From,1
Color.Pink);,1
surrounding,1
better,1
\name="\measure"\></param>\,1
happier,1
stick,1
global,1
Examine,1
List<Alphabet>,1
Uses,1
\5th,\,1
timesteps,1
(height,1
strengthen,1
PAUSING,1
cap,1
\name="\similarity"\></param>\,1
KeyTests,1
Both,1
\name="\heightUnits"\>Gives\,1
doesn't,1
barline..,1
GT,1
Cap,1
workspace.Layers[0].GroupElements),1
m1);,1
\symbolY,\,1
scorings,1
onto,1
Load,1
soure,1
(m1.IsExactlyEqualTo(m2)),1
rhythm/melody,1
linkImportance,1
lets,1
\key"\:\,1
Weighted,1
(perfect,1
Dotted,1
(ExpectedGroup,1
local,1
Inside,1
cboExamples,1
\"\A#"\\,1
5-6:,1
\name="\number"\>Must\,1
interval:,1
\workspace.CreateAndAddGroup(m1,\,1
cloning,1
(octave,1
pool,1
symbolX,1
happens,1
base.GetHashCode();,1
piece,1
\low,\,1
(TODO:,1
\successful,\,1
measureHeight),1
\subcomponents,\,1
connector,1
self,1
DEFAULT_ACTIVATION);,1
maxHeightIdx,1
(!r.RhythmType),1
promotes,1
PitchTests,1
differs,1
(StartA,1
Not,1
Wait,1
double-sharp,1
effectively,1
g2.MinLocation,1
\"\rhythm"\\,1
\name="\x1"\></param>\,1
number+2,1
link.m2;,1
sixteenth,1
\#,\,1
(+,1
model,1
sb.Append(',1
groupReason),1
inspired,1
(Relationship,1
timer,1
\heights,\,1
Activation,1
strings,1
1/8,1
concepts,1
similiarty,1
\barline,\,1
ExpectedGroup(expectedStrength);,1
62.5,1
(Math.Abs(ge2.GroupElements.Count,1
nextID),1
SettingsLoaded,1
\name="\noteNumber"\>The\,1
g.AddGroupReason(reason);,1
\i.ToString(),\,1
Viz:,1
transitions,1
(m2.FormLabel.Contains(m.FormLabel)),1
ge1.parentGroup,1
link.m1,1
Assumes,1
\"\competing"\\,1
RESTART,1
\name="\attackPoint"\></param>\,1
\invalid"\);\,1
filling,1
(so,1
label3,1
\"\GroupStart"\\,1
elements.AddRange(((Group)RHS).GroupElements);,1
info;,1
Augmented,1
\lydian,\,1
\'E',\,1
cOffset:,1
pnlMain.Left;,1
(cOffset,1
\name="\nodeB"\></param>\,1
(char)((int)'A',1
\name="\measure1"\></param>\,1
focusing,1
outside,1
workspace.measuresInput[1].MeasureDuration),1
\name="\tmpG"\></param>\,1
catch,1
(x/b),1
\levels,\,1
GUI,1
trackbarSpeed,1
effective,1
height/frequency,1
label4,1
(m.FormLabel.Length,1
assemblies.Add(Assembly.GetAssembly(typeof(MeasureLinkerCodelet)));,1
else),1
sharps),1
groupReason.group;,1
somewhat,1
Swap,1
cycles,1
Rests,1
_detail;,1
rhythm-type,1
\newRHS,\,1
j++),1
pos1);,1
enclosing,1
amountToAdd;,1
1.0);,1
end-of-line,1
more-than-midi,1
(Update,1
100.0f,1
inclusive,1
\early,\,1
\"\Generation\,1
\elements),\,1
max................,1
sb.AppendLine(r.ToString());,1
PCs,1
this.SettingsSavingEventHandler;,1
r.RhythmType);,1
Modify,1
gap),1
\collection,\,1
\examine,\,1
strongly,1
tricky,1
durRemaining;,1
others,1
featureWidth,1
constructor;,1
though,1
(using,1
(score,1
dist,1
groupreason...,1
resorts,1
Clone,1
MAX,1
reason-for-grouping,1
LHS-RHS,1
around),1
denoting,1
\base,\,1
Found,1
\on,\,1
\graphics.DrawString(m.ToString(),\,1
Assume,1
append,1
Checks,1
m2.Location);,1
firing,1
top-down,1
newGroup.MaxLocation,1
ge3,1
\measuresInput="\\,1
expression,1
\Really,\,1
necessary.,1
vector,1
\graphics.FillEllipse(Brushes.Green,\,1
endpoint,1
(and,1
\success,\,1
testing:,1
\'D',\,1
weren't,1
elements;,1
0-100,1
\position,\,1
see,1
automatic,1
mgc,1
GetMajorScaleAlphabetWithTriadOnDegree,1
\accidental,\,1
\...,\,1
nodes),1
link.m1;,1
\GroupReasonComponentsSimilar(g,\,1
multiplied,1
NoteNumber,1
\linkDest,\,1
\"\:"\\,1
20,1
Re-average,1
n1,1
patterns,1
MetaGroupStrength;,1
label1,1
str,1
\ArgumentOutOfRangeException("\Urgency\,1
diven,1
colorList.Count()];,1
\gap),\,1
WorkspaceForm,1
\Motif"\);\,1
PUBLIC,1
barDetail,1
\name="\sd"\></param>\,1
spot,1
leftmost,1
analogyColorsByLength[a.LengthInMeasures];,1
returns,1
http://zunzun.com,1
becoming,1
\Update(this,\,1
instance),1
newRHS);,1
\name="\octave"\>The\,1
largest-level,1
-),1
//Also,1
expectedStrength),1
buttonData),1
next,1
options,1
returning,1
\a,\,1
4m,1
groupHeight,1
\100,\,1
Initiailize,1
group:,1
subelement,1
\irrelevant,\,1
pre-existing,1
\NOW,\,1
\alphabets,\,1
'A'.</param>,1
\phrygian,\,1
\(!workspace.FightItOut(strength,\,1
Default,1
finished,1
\Exception("\Deprecated:\,1
\name="\forceNatural"\></param>\,1
lblAvgTimeToRunCodelet,1
+1,1
intervening,1
\disabled.Add("\Create\,1
expectationStrength,1
numSixteenthsInMeasure,1
falls,1
non-well-placed,1
(imagining,1
(EndA,1
&,1
(100-conceptual,1
Visual,1
\name="\x2"\></param>\,1
I.e,1
non-overlapping,1
6/4,1
determines,1
\name="\target"\></param>\,1
bitmap.Size);,1
\exist,\,1
\starts,\,1
//0.4,1
85,1
MakeLinkedMeasureLabel(Measure,1
m.number;,1
attackpoint,1
99.9),1
computed:,1
\name="\currentMeasureIndex"\>The\,1
combolist,1
ge,1
build,1
degree.</returns>,1
1/2,1
attribute:,1
struct,1
\codelets,\,1
state,1
4m:,1
flat,1
subanalogies?????????????????,1
could,1
note2,1
(Group,1
picking,1
\metagroups,\,1
Relationship,1
\structures,\,1
//6.60;,1
TryToMakeNewMeasureLabel(Measure,1
frmAnalogyScroes!:,1
individual,1
highest,1
\original,\,1
255)),1
5/4,1
relatively,1
size3,1
(GUIenabled),1
meta,1
kept,1
s,1
\graphics.FillRectangle(Brushes.DarkRed,\,1
Temperature,1
mixed,1
adj,1
noise,1
m:,1
line;,1
probs,1
Combine,1
Close,1
\aolian,\,1
*1;,1
\textOffsetX,\,1
cordinate,1
probabilities,1
barline's,1
Optional,1
\name="\interval"\>The\,1
non-temp,1
depth,1
selectedLink,1
(unhappy),1
len2,1
Math.Exp(-x,1
\y,\,1
sortedAnalogies.Count;,1
KeyMode.Minor);,1
revert,1
(bad),1
breakers,1
display,1
weird,1
\workspace.PickGroupElementInRange(minMeasure,\,1
\pitchclass,\,1
labelTxt,1
\too,\,1
heard,1
SetMeasureLabel(Measure,1
stength,1
restricted,1
delay!,1
\SetMeasureLabel(other,\,1
temperature,1
Put,1
100.</param>,1
InfluenceOtherBarlines(i);,1
(ties,1
difference;,1
(other.FormLabel,1
m2),1
\"\Ebm:\,1
All,1
this.Top,1
2.6;//3.40;,1
c.Generation);,1
Still,1
timespan,1
Format,1
\name="\alt"\></param>\,1
Searches,1
Flatten,1
\name="\measureIndexEnd"\></param>\,1
\"\0"\\,1
wheel,1
depth),1
lookups,1
musicats,1
localized,1
Prefers,1
improve,1
useful,1
g.Measures),1
fail,1
Save,1
\elements,\,1
\3,\,1
one),1
25%,1
important,1
\name="\octave"\>Octave\,1
switch,1
Previous,1
measure's,1
survives,1
groundTruth,1
CoderackForm,1
MainForm,1
strictly,1
application,1
\("\);\,1
serial,1
nice,1
\mainForm.SetText("\WSC"\);\,1
\60,\,1
height-1,1
subgrounp,1
cross,1
StringFormat.GenericTypographic);,1
conflists,1
ButtonAndGroup(Button,1
Decay,1
minor</param>,1
redundant,1
workspace.measuresInput.Count.ToString());,1
\name="\startExpectationLocation"\></param>\,1
it;,1
depending,1
milliseconds,1
successful,1
\[0,1]\,1
\disabled.Add("\SuggestLowerGroup"\);\,1
MetaLink(MeasureLink,1
\1st,\,1
teh,1
Location,1
foundIdentical),1
//private,1
\[Codelet("\Analogy"\,\,1
children),1
viewer,1
sub,1
reflection,1
AddNode(node);,1
noGUI,1
scout,1
maxe,1
\workspace.PickMeasureLinkInRange(minMeasure,\,1
tally,1
\right,\,1
analogies/relationships,1
quarter,1
pg,1
link's,1
important...(WHY?),1
filters,1
this.SettingsSaving,1
(m2,1
cycle,1
winner,1
\activation/100,\,1
integers,1
(LengthInMeasures,1
nodeB,1
force.ToString());,1
renamed,1
m+1,1
\name="\mc2"\></param>\,1
relationships..,1
sb.Append(g.MinLocation,1
random-weighted,1
bag,1
cost,1
arcs,1
\item,\,1
Suggest,1
objects,1
(unmapped,1
List<Analogy>(workspace.analogies);,1
trivial,1
GetHashCode(),1
\link"\,\,1
internally,1
MaxLocation,1
\i,\,1
min/max,1
m2.number),1
\disabled.Add("\Promotion"\);\,1
silly,1
(tmpG.Level,1
\First,\,1
\enough,\,1
Supports,1
fifth,1
optimized,1
rightmost,1
largest,1
anymore,1
efficiently,1
destruction,1
spawn,1
'C',1
graphical,1
cached,1
breaker,1
sequence's,1
w/o,1
overlap,1
subelements:,1
relationship),1
\forces,\,1
\amount,\,1
Musical,1
\x,\,1
(Perspect,1
single-level,1
rearticulated,1
100);,1
this.linkDest,1
\range,\,1
value;,1
label6,1
MakeNewLabel(Measure,1
used:,1
river-delta,1
\"\true"\\,1
figure,1
overwrite,1
Similar,1
pt,1
reeval,1
row,1
g1.GroupElements.Count)));,1
few,1
\name="\originalValue"\>A\,1
\name="\n2"\></param>\,1
NUM_MEASURES_UNTIL_ANALOGIES_OLD,1
\"\Tonic"\\,1
(ButtonAndGroup,1
\is,\,1
pointer,1
(60),1
Won,1
groupElements,1
rests),1
C5,1
\workspace.AddGroup(m1,\,1
p.EndCap,1
\name="\notesStrengthenExpectationCodeletparam>\,1
(no,1
\35,\,1
percent,1
lblNumBigAnalogies,1
//Post,1
frmCoderack.Draw();,1
control,1
(unextended),1
tonesvia,1
a.LengthInMeasures,1
\curHeight+1,\,1
m.FormLabel.Length,1
\order,\,1
chromatic,1
posts,1
maxMeasure),1
Figures,1
r.AddNote(1);,1
keep,1
(a.Strength,1
Fade,1
sb.Append(g.MaxLocation,1
ge2.parentGroup,1
\specified,\,1
meter,1
loaded,1
Let's,1
6.6;,1
\Expectation"\);\,1
calculate,1
numer,1
children's,1
nudAnalogyNumber,1
coordinates,1
grow,1
time),1
this.Left,1
pairs.Add(pair);,1
List<ExpectedGroup>,1
(relationships,1
prob,1
aScale.Name,1
(m2.FormLabel.Contains(primeForm1),1
Setup,1
ge.parentGroup,1
left-over,1
affect,1
\hack,\,1
nodeA,1
KeyMode.Major);,1
ButtonAndGroup,1
\"\sorted"\\,1
command,1
\disabled.Add("\Find\,1
});,1
\(>0),\,1
r1Type.IsAssignableFrom(r2Type);,1
Appendix,1
last-status,1
r.AddNote(11);,1
Fx,1
(respawn,1
Consider,1
\4,\,1
importance,1
workspace.measuresInput.Count;,1
\name="\nodeA"\></param>\,1
tempo,1
<returns>The,1
ok,1
(of,1
\sb.Append("\)"\);\,1
understand,1
(transformed,1
sums,1
Sends,1
\top,\,1
\disabled.Add("\Demotion"\);\,1
recursively..,1
.ResX,1
excact,1
conceptInstances.Add(new,1
conclusive,1
Sigmoid,1
away),1
harmonic,1
analogies),1
too..,1
No-GUI,1
expectations),1
Extra,1
fit,1
\ScaleDegree(4,\,1
chosen,1
');,1
alphabet</param>,1
divide,1
\name="\reasonStrength"\></param>\,1
\name="\m"\>1\,1
nextID,1
\dorian,\,1
Settings.Default.DisabledCodelets),1
c-based,1
consistency,1
Constants.NUM_CODELETS_PER_SIXTEENTH),1
TryToSetMeasureLabel(Measure,1
bad,1
<summary>The,1
mc2,1
prediction,1
Kept,1
\more,\,1
50),1
frmGroupScores.Draw();,1
\#s,\,1
Score:,1
Count,1
Stems,1
KeyMode,1
dom->tonic,1
Barlines,1
implement,1
doens't,1
PostSharp,1
per,1
abstract,1
frmAnalogyScores,1
subcomponents),1
featureWidth;,1
List<Utilities.ObjectValuePair>();,1
steepness,1
lblNumResurrectedAnalogies,1
(unused,1
\ConceptNode("\Concept"\\,1
I,1
9th,1
\MakeLinkedMeasureLabel(m,\,1
\mixolydian,\,1
Ex:,1
computations,1
substitution,1
http://research.microsoft.com/research/downloads/Details/c927728f-8872-4826-80ee-ecb842d10371/Details.aspx,1
Unsubscribe,1
g2.hasParent),1
pixels,1
\127,\,1
motivates,1
scaledegree,1
\"\Happiness"\\,1
\ScaleDegree(1,\,1
featureWidth);,1
diff;,1
reason;,1
A-based,1
\str,\,1
ConceptNode,1
mandatory,1
\minMeasure,\,1
\G/e,\,1
(RHS.hasChildren),1
Select,1
6.0f,1
conform,1
\TemporaryGroup(workspace,\,1
appropriately,1
\out,\,1
case.),1
(pitch,1
\DEFAULT_CONCEPTUAL_DEPTH,\,1
'\'';,1
style,1
Nothing,1
primeForm2,1
slowest,1
smarter,1
c.ToString(),1
Mitchell,1
(newGroup.MinLocation,1
(string,1
r.AddNote(4);,1
GLEE:,1
\"\ruler"\\,1
this.strength,1
rotates,1
\name="\degree"\>The\,1
primeForm1,1
\name="\mode"\>Major\,1
\durations,\,1
List<ScaleDegree>,1
this.button,1
75),1
totally,1
degree.</param>,1
EventHandler<EventArgs>(frmWorkspace_closeEvent);,1
minimum,1
recursively,1
\name="\gapMax"\></param>\,1
preserves,1
CreateTheForms(),1
determined,1
faster,1
creates,1
before/after,1
\version,\,1
\groupReason,\,1
avg,1
\name="\conflictGroups"\></param>\,1
during,1
frmCoderack.Close();,1
\name="\sourceAlphabets"\></param>\,1
KeySignature,1
p^G,1
Contour,1
coderack.AddCodelet(cac);,1
sb.Append(i);,1
measures!,1
fits,1
neighbor),1
top;,1
win/loss,1
turn,1
2000,1
duplicate;,1
r.AddNote(3);,1
\name="\name"\>'A',\,1
Expectations,1
textbox,1
idential,1
\undefined,\,1
Got,1
m.ComputeSimilarity(m2);,1
sb.Append(g.ComputeStrength());,1
d,1
DONE,1
bigge!r,1
ea,1
\line,\,1
\rests,\,1
workspace.Temperature)),1
becase,1
lowest,1
modifying,1
m.FormLabelStrength)),1
\ID,\,1
maintaining,1
Looks,1
octaves,1
(inclusive),1
(do,1
Calcualate,1
\name="\sharp"\></param>\,1
selection,1
r.LHS.Measures.Count;,1
\root,\,1
(MeasureLink)Utilities.PickItemWeighted(pairs);,1
Scores,1
true),1
frmGroupScores.Close();,1
dots/squares,1
EndB),1
found;,1
sortedAnalogies[i];,1
\side,\,1
n+1,1
boost,1
(!(ge1,1
signatures,1
large-scale,1
1=tonic,1
Studio,1
components:,1
splitContainer1.Panel2,1
historical,1
Mist,1
human,1
scouting,1
measureWidthNoBorder,1
relationship:,1
it),1
.6,1
uncomment,1
flats.),1
super,1
/str,1
alternate,1
splitContainer2.Panel1,1
2.0,1
TODO...,1
\minimum,\,1
GroupScoresForm,1
pixelR,1
melodic,1
(newest),1
Multiply,1
updated,1
ignore,1
(frmMain,1
present),1
assemblies,1
workspace.CloseForms();,1
disk,1
round,1
locrian,1
1:,1
sorting,1
(Group)ge2;,1
groundTruthTesting,1
required,1
made,1
in...,1
non-measures,1
caused,1
sb.AppendLine();,1
\2+2+2,\,1
workspace;,1
